Subject ID,Raters Group,Completed by,Rater Name,"Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Listens to patients and their families’ concerns and responds to them thoroughly._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats patients with dignity irrespective of their religion, culture, age, race, sexual orientation, gender and socio-economic status._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Respects patients’ confidentiality (i.e. does not discuss confidential patient information in areas where others can overhear the conversation like hallways, elevators, coffee shops etc.)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Takes time to explain to patients their medical condition, treatment options, methods utilized and outcomes._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats healthcare workers with dignity irrespective of their religion, culture, age, race, sexual orientation and gender. _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Uses respectful language with other healthcare workers (i.e: avoids abusive language, offensive comments, racial or ethnic slurs, threats of violence and foul or rude intimidating language). _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Responds in timely fashion to phone calls and paging regarding patient care. _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Arrives on time to scheduled appointments (i.e. clinic, OR, rounds, shift etc…)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Receptive to the suggestions and concerns of other healthcare coworkers (both physician and non-physician health providers)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Communicates directly and clearly with healthcare workers (both physician and non-physician health providers) about patient care._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Manages patient flow efficiently._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Intervenes and assists in resolving conflicts._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Engages nurses at sign-out._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Leads codes effectively._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Readily available during shifts._First Scale",Q2_Comments,Fillout Date (mm/dd/yy)
PHYS_2a2d2e824a25,Faculty Self-Evaluation,PHYS_2a2d2e824a25,PHYS_2a2d2e824a25,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Always,Most of the time,D/A,06/30/23 11:24 AM
PHYS_2a2d2e824a25,Medical Staff,PHYS_e41df0a09758,PHYS_58454b996167,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/13/23 04:04 PM
PHYS_2a2d2e824a25,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,Most of the time,Most of the time,Sometimes,Always,Most of the time,D/A,07/17/23 05:42 PM
PHYS_2a2d2e824a25,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,,,,,,,,,,,,,,,,D/A,07/17/23 07:40 PM
PHYS_2a2d2e824a25,Medical Staff,PHYS_82a71751d350,PHYS_ffd32b1a8043,Always,Most of the time,Most of the time,Always,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/24/23 05:33 PM
PHYS_2a2d2e824a25,Hospital Staff,PHYS_9f478514e27e,PHYS_50e2af6abf84,,,,,,,,,,,,,,,,D/A,08/01/2023 08:35
PHYS_2a2d2e824a25,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/07/2023 19:32
PHYS_2a2d2e824a25,Hospital Staff,PHYS_ddab0059c861,PHYS_25db61880ead,Always,Always,Always,Most of the time,Most of the time,Always,Always,Always,Always,Always,Most of the time,Sometimes,Most of the time,,Most of the time,D/A,08/14/23 12:47 PM
PHYS_2a2d2e824a25,Hospital Staff,PHYS_d2f829be99cb,PHYS_aab7bac26b9c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/15/23 11:28 PM
PHYS_2a2d2e824a25,Hospital Staff,PHYS_10cb02d5eb49,PHYS_4f380a6861ef,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,Most of the time,"most of the time he leaves the unit and go to PICU to see the patients,sometimes he stays more than 30 minutes and this will delay the patients care and affect on the length of stay of the patients.",08/17/23 07:58 AM
PHYS_a309d09c56b8,Hospital Staff,PHYS_dd836eabde0f,PHYS_de4af254540f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 10:19 AM
PHYS_a309d09c56b8,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Most of the time,Always,Always,Sometimes,Always,Most of the time,Most of the time,Most of the time,Most of the time,,Most of the time,Most of the time,D/A,06/15/23 05:33 PM
PHYS_a309d09c56b8,Faculty Self-Evaluation,PHYS_a309d09c56b8,PHYS_4df719a41a4d,Most of the time,Always,Always,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Always,Sometimes,Most of the time,Most of the time,D/A,06/20/23 01:58 AM
PHYS_a309d09c56b8,Hospital Staff,PHYS_9f478514e27e,PHYS_50e2af6abf84,Most of the time,Most of the time,Never,Sometimes,Sometimes,Hardly ever,Never,Never,Hardly ever,Never,Never,Never,,,Never,"Dr. Kazzi does not respect his environment or the people around it. He is always on his phone talking in a loud voice on video call, he eats food with strong scents on the station which is very unprofessional. He does not manage patient flow and does not facilitate discharges especially when the ED is overloaded. He is always busy talking to someone so he does not follow up on patients properly and thus discharges or diagnoses are made late and patient satisfaction decreases.",06/26/23 02:55 PM
PHYS_a309d09c56b8,Medical Staff,PHYS_26cfb6a77b97,PHYS_c255b3402dfa,Always,Always,Always,Always,Always,Always,Sometimes,Always,Most of the time,Most of the time,Always,Always,,Always,Hardly ever,D/A,06/28/23 09:00 AM
PHYS_a309d09c56b8,Hospital Staff,PHYS_a5226991df8d,PHYS_f7b56de19421,Most of the time,Always,Always,Sometimes,Most of the time,Most of the time,Sometimes,,Sometimes,Sometimes,Hardly ever,Most of the time,Hardly ever,Most of the time,Most of the time,D/A,07/10/2023 10:44
PHYS_a309d09c56b8,Medical Staff,PHYS_9bf625149aa7,PHYS_2fa140f52d4c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 12:10
PHYS_a309d09c56b8,Medical Staff,PHYS_e41df0a09758,PHYS_58454b996167,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/13/23 04:00 PM
PHYS_a309d09c56b8,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Most of the time,Always,Always,Most of the time,Most of the time,Always,Sometimes,Most of the time,Most of the time,Always,Sometimes,Always,Most of the time,D/A,07/17/23 07:21 PM
PHYS_a309d09c56b8,Hospital Staff,PHYS_7301e6558550,PHYS_a99070c53a54,Most of the time,Always,Always,Always,Always,Always,Hardly ever,Always,Most of the time,Sometimes,Never,Most of the time,Sometimes,Sometimes,Hardly ever,"Dr. Amin is a very knowledgeable physician and he defends the nurses in conflict which is something we are all grateful for. However, Dr. Amin is not available on shift, he is mostly on his phone or not even in the unit when we need him. He gets distracted and therefore does not manage patient flow effectively or efficiently. The unit usually becomes crowded with cases that can easily be seen and discharged quickly.",07/24/23 02:35 PM
PHYS_a309d09c56b8,Hospital Staff,PHYS_8f0d778538fe,PHYS_f5ec51daf5a1,,,,,,,,,,,,,,,,D/A,07/24/23 02:45 PM
PHYS_a309d09c56b8,Medical Staff,PHYS_82a71751d350,PHYS_ffd32b1a8043,Most of the time,Most of the time,Most of the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/24/23 05:36 PM
PHYS_a309d09c56b8,Hospital Staff,PHYS_337e4437a714,PHYS_94019604cd85,Always,Always,Always,Always,Most of the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,D/A,07/25/23 11:25 AM
PHYS_a309d09c56b8,Hospital Staff,PHYS_f02cbbadb0cc,PHYS_35e3c6e78ea9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/01/2023 07:53
PHYS_a309d09c56b8,Medical Staff,PHYS_c68e41f2d490,PHYS_1820aca3c61b,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Most of the time,Always,Most of the time,Always,D/A,08/01/2023 14:09
PHYS_a309d09c56b8,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Most of the time,Always,Always,Always,Always,Always,Most of the time,Sometimes,Always,Always,Most of the time,Always,Most of the time,Always,Most of the time,D/A,08/07/2023 19:30
PHYS_a309d09c56b8,Hospital Staff,PHYS_4c77ef672b81,PHYS_e72079c280e2,Always,Always,Always,Most of the time,Always,Always,Most of the time,Most of the time,Always,Always,Always,Always,Most of the time,Always,Most of the time,D/A,08/15/23 12:01 AM
PHYS_48532e86aff2,Medical Staff,PHYS_44c857f85793,PHYS_329611350c06,Always,Always,Always,Always,Always,Always,,Always,Always,Always,Always,Always,,Always,Always,always respectful and professional. readily available to help his patients and ED staff,06/15/23 08:08 AM
PHYS_48532e86aff2,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 02:00 PM
PHYS_48532e86aff2,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 04:08 PM
PHYS_48532e86aff2,Faculty Self-Evaluation,PHYS_48532e86aff2,PHYS_d2c69bbfb13c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/16/23 10:32 AM
PHYS_48532e86aff2,Hospital Staff,PHYS_470b345b9793,PHYS_ec28185e3964,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/16/23 11:09 AM
PHYS_48532e86aff2,Hospital Staff,PHYS_dd836eabde0f,PHYS_de4af254540f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/25/23 09:38 AM
PHYS_48532e86aff2,Hospital Staff,PHYS_3d5a838f6e40,PHYS_ed09b7a399a8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/25/23 12:50 PM
PHYS_48532e86aff2,Medical Staff,PHYS_26cfb6a77b97,PHYS_c255b3402dfa,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/28/23 08:58 AM
PHYS_48532e86aff2,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/15/23 07:10 PM
PHYS_48532e86aff2,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/18/23 01:47 AM
PHYS_48532e86aff2,Hospital Staff,PHYS_7301e6558550,PHYS_a99070c53a54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/23 02:28 PM
PHYS_48532e86aff2,Hospital Staff,PHYS_88f740b641c4,PHYS_339285fe2519,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/23 03:54 PM
PHYS_48532e86aff2,Hospital Staff,PHYS_337e4437a714,PHYS_94019604cd85,Always,Always,Always,Always,Always,Always,Always,,Always,Always,Always,Always,Always,Always,Always,D/A,07/25/23 11:36 AM
PHYS_48532e86aff2,Hospital Staff,PHYS_f02cbbadb0cc,PHYS_35e3c6e78ea9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/01/2023 07:54
PHYS_48532e86aff2,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,D/A,08/07/2023 19:35
PHYS_48532e86aff2,Hospital Staff,PHYS_3038202d4fac,PHYS_3a9106b6cecb,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Really supper professional ,08/10/2023 18:16
PHYS_48532e86aff2,Hospital Staff,PHYS_8890549607af,PHYS_dcc517d4a30a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/11/2023 11:11
PHYS_3431537b843f,Medical Staff,PHYS_112ede692d28,PHYS_ecb5ba029ac7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 03:29 PM
PHYS_3431537b843f,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 05:26 PM
PHYS_3431537b843f,Medical Staff,PHYS_f1415f58b6e5,PHYS_ebfb7a033418,Always,Always,Always,Always,Always,Always,,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/16/23 10:42 AM
PHYS_3431537b843f,Hospital Staff,PHYS_729b1a3544c4,PHYS_c395f621383c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/24/23 10:29 AM
PHYS_3431537b843f,Hospital Staff,PHYS_ad7d9750ee64,PHYS_542541f88d8b,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Always,D/A,06/25/23 11:48 AM
PHYS_3431537b843f,Hospital Staff,PHYS_3d5a838f6e40,PHYS_ed09b7a399a8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/25/23 12:48 PM
PHYS_3431537b843f,Hospital Staff,PHYS_295a300f1964,PHYS_e916ddef1809,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/25/23 01:55 PM
PHYS_3431537b843f,Hospital Staff,PHYS_d1ec60832748,PHYS_08ea2b75a99c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Always,D/A,07/10/2023 10:43
PHYS_3431537b843f,Medical Staff,PHYS_e41df0a09758,PHYS_58454b996167,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/13/23 03:57 PM
PHYS_3431537b843f,Hospital Staff,PHYS_eb85dd3b9e2a,PHYS_c45dabe66971,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,he is professional knowledgable and friendly ,07/13/23 05:57 PM
PHYS_3431537b843f,Medical Staff,PHYS_c68e41f2d490,PHYS_1820aca3c61b,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/17/23 08:35 AM
PHYS_3431537b843f,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Sometimes,,Always,D/A,07/17/23 05:31 PM
PHYS_3431537b843f,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/17/23 07:35 PM
PHYS_3431537b843f,Faculty Self-Evaluation,PHYS_3431537b843f,PHYS_c2828c475edb,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,D/A,07/20/23 10:41 AM
PHYS_3431537b843f,Hospital Staff,PHYS_88f740b641c4,PHYS_339285fe2519,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/23 03:50 PM
PHYS_3431537b843f,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Most of the time,,Always,D/A,07/25/23 01:53 PM
PHYS_3431537b843f,Hospital Staff,PHYS_f02cbbadb0cc,PHYS_35e3c6e78ea9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/01/2023 07:50
PHYS_3431537b843f,Hospital Staff,PHYS_59e67041ad41,PHYS_b1cf63b6010c,Most of the time,Always,Always,Most of the time,Most of the time,Always,Always,Always,Most of the time,Most of the time,Always,Most of the time,Always,Always,Always,D/A,08/01/2023 08:23
PHYS_3431537b843f,Hospital Staff,PHYS_3038202d4fac,PHYS_3a9106b6cecb,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/10/2023 18:07
PHYS_3431537b843f,Hospital Staff,PHYS_8890549607af,PHYS_dcc517d4a30a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/11/2023 11:08
PHYS_17910de5f703,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 01:55 PM
PHYS_17910de5f703,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 04:09 PM
PHYS_17910de5f703,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Most of the time,Always,Always,Most of the time,Always,Most of the time,Always,Always,Sometimes,Most of the time,Always,Sometimes,Sometimes,Most of the time,Always,D/A,06/15/23 05:28 PM
PHYS_17910de5f703,Hospital Staff,PHYS_729b1a3544c4,PHYS_c395f621383c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/24/23 10:29 AM
PHYS_17910de5f703,Hospital Staff,PHYS_ad7d9750ee64,PHYS_542541f88d8b,Always,Always,Always,Always,Always,Sometimes,Always,Always,Most of the time,Always,Always,Most of the time,Most of the time,Always,Always,D/A,06/25/23 11:50 AM
